游戏应用ID,名称,发布日期,价格,最高同时在线人数,好评数,差评数,推荐数,支持Windows,支持Mac,支持Linux,游戏类别,玩法类型,游戏标签,评论总数,好评率,适用年龄,支持语言,媒体评价,开发商,发行商,展示图片链接,官方网站,支持邮箱,宣传视频链接
1868140,潜水员戴夫,2023/6/28,19.99,4967,105857,3012,101326,1,1,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，家庭共享,冒险，休闲，角色扮演，模拟,像素图形，休闲，管理，冒险，放松，角色扮演，钓鱼，探索，模拟，水下，单人，农场模拟，制作，2D，剧情丰富，Rogue-lite，欢乐，农业，动作，独立,108869,97.23%,0,['英语'， '韩语'， '日语'， '简体中文'， '德语'， '西班牙语-西班牙'， '繁体中文'， '法语'， '葡萄牙语-巴西'， '意大利语'， '俄语'],“这很容易成为我今年到目前为止玩过的最好的比赛之一。”9/10 – IGN“潜水员戴夫 （Dave the Diver） 活动丰富，充满热情。”91/100 – PC Gamer “年度最令人上瘾的游戏之一。”10/10 – EuroGamer 德国,MINTROCKET 火箭,MINTROCKET 火箭,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1868140/header.jpg?t=1724417893,https://mintrocketgames.com/,https://davethediverhelp.nexon.com/hc/,"http://video.akamai.steamstatic.com/store_trailers/256955037/movie_max.mp4?t=1687942831,http://video.akamai.steamstatic.com/store_trailers/256955530/movie_max.mp4?t=1687942836"
359320,精英危险,2015/4/2,5.99,4815,72658,21827,72025,1,0,0,单人游戏，多人在线，大型多人在线，合作，支持 VR，VR 支持，应用内购买，部分控制器支持，平板电脑远程游玩，家庭共享,动作，冒险，大型多人在线，角色扮演，模拟，策略,太空模拟，太空，开放世界，探索，科幻，模拟，大型多人在线，多人在线，虚拟现实，第一人称，动作，冒险，沙盒，在线合作，单人，交易，角色扮演，困难，策略，TrackIR,94485,76.90%,0,['英语'， '法语'， '德语'， '俄语'， '西班牙语 - 西班牙'， '葡萄牙语 - 巴西'],“能够提供一些你参加过的关于宇宙飞船的最佳故事” 86% – PC Gamer “令人满意的控性，为任何基于驾驶舱的类型设定了新标准。”8/10 – Edge 杂志 “像超新星一样闪耀” 95% – The Koalition,前沿发展,前沿发展,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/359320/header.jpg?t=1716466488,http://www.elitedangerous.com/,,"http://video.akamai.steamstatic.com/store_trailers/256676388/movie_max.mp4?t=1698853619,http://video.akamai.steamstatic.com/store_trailers/256738048/movie_max.mp4?t=1698853627,http://video.akamai.steamstatic.com/store_trailers/2038107/movie_max.mp4?t=1698853636,http://video.akamai.steamstatic.com/store_trailers/2038133/movie_max.mp4?t=1698853645,http://video.akamai.steamstatic.com/store_trailers/2038135/movie_max.mp4?t=1698853655,http://video.akamai.steamstatic.com/store_trailers/2038137/movie_max.mp4?t=1698853664"
815370,绿色地狱,2019/9/5,8.24,3959,60804,9422,52763,1,0,0,单人游戏，多人，合作，在线合作，Steam 成就，Steam 集换式卡牌，部分控制器支持，Steam 云，平板电脑远程游玩，家庭共享,动作，冒险，独立，模拟,开放世界生存制作，生存，多人，在线合作，开放世界，制作，动作，基地建设，单人，冒险，合作，探索，沙盒，第一人称，模拟，生存恐怖，氛围，建造，拟真，动作冒险,70226,86.58%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '繁体中文'， '简体中文'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '俄语'， '波兰语'， '捷克语'， '日语'， '韩语'， '瑞典语'， '泰语'， '越南语'， '匈牙利语'， '土耳其语'， '印度尼西亚语'],“Green Hell 希望让您穿越地狱，然后回到不妥协的原创生存体验中，这是该类型有史以来最好的叙事之一。”8/10 – Cultured Vultures “Green Hell 适合神经强大的类型新手，也适合对新挑战感兴趣的老手。” “8/10 – Gamestar ”Green Hell 在生存类型中提供了独特的体验，并在其上添加了强大的故事情节。”8.5/10 – 科技猛禽,令人毛骨悚然的罐子,令人毛骨悚然的罐子,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/815370/header_alt_assets_10.jpg?t=1725370816,https://greenhell-game.com/,support@creepyjar.com,"http://video.akamai.steamstatic.com/store_trailers/257051536/movie_max.mp4?t=1725368539,http://video.akamai.steamstatic.com/store_trailers/256959271/movie_max.mp4?t=1689864637,http://video.akamai.steamstatic.com/store_trailers/257016343/movie_max.mp4?t=1713358777,http://video.akamai.steamstatic.com/store_trailers/256926541/movie_max.mp4?t=1704965631,http://video.akamai.steamstatic.com/store_trailers/256879945/movie_max.mp4?t=1704965639,http://video.akamai.steamstatic.com/store_trailers/256898992/movie_max.mp4?t=1704965635,http://video.akamai.steamstatic.com/store_trailers/256820167/movie_max.mp4?t=1704965643,http://video.akamai.steamstatic.com/store_trailers/256778393/movie_max.mp4?t=1704965648,http://video.akamai.steamstatic.com/store_trailers/256761208/movie_max.mp4?t=1704965652"
635260,CarX漂移赛车在线,2017/11/17,14.99,2367,75120,3637,72966,1,0,0,单人游戏，多人，玩家对战，在线玩家对战，合作，在线合作，Steam 成就，支持 VR，Steam 集换式卡牌，Steam 创意工坊，部分控制器支持，手机远程游玩，平板电脑远程游玩，家庭共享,大型多人在线，竞速，模拟，体育,竞速，驾驶，多人，汽车模拟，模拟，体育，开放世界，大型多人在线，控制器，VR，单人，街机，拟真，本地多人，合作，模组，游戏工作室，休闲，动作，抢先体验,78757,95.38%,0,['英语'， '俄语'， '法语'， '意大利语'， '韩语'， '日语'， '德语'， '西班牙语 - 西班牙'， '繁体中文'， '简体中文'， '波兰语'， '葡萄牙语 - 葡萄牙'],"8,3/10 – 游乐场8,5/10 – 在线",CarX 技术有限责任公司,CarX 技术有限责任公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/635260/header.jpg?t=1721120299,http://carx-online.com,support@carx-tech.com,"http://video.akamai.steamstatic.com/store_trailers/257015546/movie_max.mp4?t=1714050099,http://video.akamai.steamstatic.com/store_trailers/256826468/movie_max.mp4?t=1651145874,http://video.akamai.steamstatic.com/store_trailers/256756004/movie_max.mp4?t=1563448925"
244710,庇护所,2013/8/28,14.99,2275,3095,538,2607,1,1,0,单人游戏，Steam 集换式卡牌，部分控制器支持，家庭共享,冒险，独立,冒险，生存，自然，探索，开放世界，模拟，单人，可爱，阖家，氛围，情感，女性主角，休闲，步行模拟，风格化，第三人称，生活模拟，独立，永久死亡，迷幻,3633,85.19%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'],“很少有游戏以如此明确和紧急的方式表达失败” 8/10 – Eurogamer “......庇护所提醒我们生命是多么宝贵，以及自然法则对我们的怜悯请求是多么冷漠“ 7/10 – Gamespot ”该死的，成为一只獾感觉真好。”岩石、布、霰弹枪,Might and Delight,Might and Delight,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/244710/header.jpg?t=1718749442,https://mightanddelight.com/home-2/projects/,contact@mightanddelight.com,"http://video.akamai.steamstatic.com/store_trailers/2029238/movie_max.mp4?t=1447358629,http://video.akamai.steamstatic.com/store_trailers/2030732/movie_max.mp4?t=1447360102,http://video.akamai.steamstatic.com/store_trailers/2029076/movie_max.mp4?t=1447358525,http://video.akamai.steamstatic.com/store_trailers/2029078/movie_max.mp4?t=1447358525"
299460,树精冒险,2016/3/2,3.99,2121,3727,1786,1370,1,1,1,单人游戏，多人，共享/分屏，Steam 成就，Steam 集换式卡牌，部分控制器支持，一起远程游玩，家庭共享,动作，冒险，独立,独立，平台游戏，冒险，可爱，3D 平台，动作，阖家，本地合作，休闲，彩色，单人，短篇，多人,5513,67.60%,0,['英语'],“Woo-dle Tree 非常漂亮，现在出来了” 独立游戏杂志 “美妙的眼睛釉料” 7.5/10 – IGN Italia “可爱的 3D 平台游戏” DIYGamer,法比奥·费拉拉,胖乎乎的像素,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/299460/header.jpg?t=1685722955,http://chubbypixel.com/games/woodle-tree/,info@chubbypixel.com,http://video.akamai.steamstatic.com/store_trailers/2032717/movie_max.mp4?t=1447362212
585420,造物主,2019/9/18,24.99,1866,21496,1732,19552,1,0,0,单人游戏，多人，玩家对战，在线玩家对战，合作，在线合作，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 创意工坊，Steam 排行榜，电视远程游玩，家庭共享,动作，冒险，独立，竞速，模拟,益智，开放世界，多人，车辆战斗，喷气机，坦克，可修改，沙盒，建造，物理，破坏，探索，模拟，驾驶，飞行，合作，赛车，太空，机器人，潜艇,23228,92.54%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '丹麦语'， '波兰语'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '繁体中文'， '日语'， '韩语'],“这是我见过的游戏中最好的建筑 - 只需拖放，就像馅饼一样简单！”Draegast “我喜欢这样的想法，即我有一个小环境可以四处走动，而不仅仅是在测试场上建造东西。一个值得一看的世界！Jacksepticeye “我可以看到 Trailmakers 在喜欢 Minecraft、Kerbal Space Program 和其他旨在无限的创意游戏的人中获得了大量观众。”铁杆玩家,闪光灯,闪光灯,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/585420/header.jpg?t=1723719934,http://www.playtrailmakers.com,hello@flashbulbgames.com,"http://video.akamai.steamstatic.com/store_trailers/256956628/movie_max.mp4?t=1688716940,http://video.akamai.steamstatic.com/store_trailers/257046457/movie_max.mp4?t=1723719918,http://video.akamai.steamstatic.com/store_trailers/256762279/movie_max.mp4?t=1723719927"
477160,人类一败涂地,2016/7/22,19.99,1849,192404,10729,156115,1,1,0,单人游戏，多人游戏，玩家对战，在线玩家对战，合作，共享/分屏合作，共享/分屏，Steam成就，控制器全力支持，Steam集换式卡牌，Steam创意工坊，Steam云，统计，电视遥控游戏，一起遥控游戏，家庭共享,冒险，休闲，独立，模拟,合作，欢乐，解谜，冒险，物理，沙盒，平台解谜，动作，开放世界，多人，本地合作，独立，喜剧，本地多人，跑酷，休闲，分屏，3D平台，单人，模拟,203133,94.72%,0,['英语'， '法语'， '德语'， '西班牙语-西班牙'， '俄语'， '意大利语'， '简体中文'， '日语'， '韩语'， '波兰语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '泰语'， '土耳其语'， '乌克兰语'， '繁体中文'],“Human Fall Flat 是我一段时间以来体验过的最独特的游戏之一。”90 – Darkstation“我真正欣赏的是，几乎每个谜题都有多种解决方案。”80 – 破坏体 “这真是太愚蠢的乐趣了...”79 – IGN,No Brakes 游戏,曲线游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/477160/header.jpg?t=1725024378,http://www.nobrakesgames.com/,support@curvegames.com,"http://video.akamai.steamstatic.com/store_trailers/257028509/movie_max.mp4?t=1717587597,http://video.akamai.steamstatic.com/store_trailers/256989676/movie_max.mp4?t=1702903634,http://video.akamai.steamstatic.com/store_trailers/256965918/movie_max.mp4?t=1692961674,http://video.akamai.steamstatic.com/store_trailers/256955752/movie_max.mp4?t=1692273173,http://video.akamai.steamstatic.com/store_trailers/256931672/movie_max.mp4?t=1677078105,http://video.akamai.steamstatic.com/store_trailers/256915202/movie_max.mp4?t=1667908892,http://video.akamai.steamstatic.com/store_trailers/256895889/movie_max.mp4?t=1667908897,http://video.akamai.steamstatic.com/store_trailers/256876518/movie_max.mp4?t=1647511641,http://video.akamai.steamstatic.com/store_trailers/256859524/movie_max.mp4?t=1636466448,http://video.akamai.steamstatic.com/store_trailers/256847548/movie_max.mp4?t=1629989517,http://video.akamai.steamstatic.com/store_trailers/256843872/movie_max.mp4?t=1626973949,http://video.akamai.steamstatic.com/store_trailers/256834979/movie_max.mp4?t=1677078113,http://video.akamai.steamstatic.com/store_trailers/256809274/movie_max.mp4?t=1605623828"
313630,孤独计划,2016/6/7,19.99,1824,2061,520,2429,1,0,0,单人游戏，Steam 成就，完全控制器支持，跟踪控制器支持，支持 VR，Steam 集换式卡牌，提供字幕，VR 支持，电视远程游玩，家庭共享,冒险，独立，模拟,生存，冒险，探索，科幻，VR，生存恐怖，单人，第一人称，氛围，太空，恐怖，剧情丰富，模拟，步行模拟，独立，开放世界，悬疑，制作，心理恐怖，沙盒,2581,79.85%,0,['英语'， '丹麦语'， '瑞典语'， '法语'， '德语'， '西班牙语-西班牙'， '俄语'， '意大利语'， '波兰语'， '捷克语'],“Solus Project 绝对令人难以置信” Rock Paper Shotgun “Solus Project 是一股清新的空气，拥有独创性和创造力” 8/10 – 不要讨厌极客 “如果您正在寻找难度平衡且故事情节良好的真实生存体验，那么这款游戏绝对是您必须的。”科技 52,Hourences，握把游戏,Teotl Studios（特奥特尔工作室）,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/313630/header.jpg?t=1480876448,http://www.TheSolusProject.com,support@thesolusproject.com,"http://video.akamai.steamstatic.com/store_trailers/256665198/movie_max.mp4?t=1465320731,http://video.akamai.steamstatic.com/store_trailers/256660840/movie_max.mp4?t=1455824736,http://video.akamai.steamstatic.com/store_trailers/256662910/movie_max.mp4?t=1460819884,http://video.akamai.steamstatic.com/store_trailers/256661499/movie_max.mp4?t=1457376381,http://video.akamai.steamstatic.com/store_trailers/2040677/movie_max.mp4?t=1447377043,http://video.akamai.steamstatic.com/store_trailers/256660120/movie_max.mp4?t=1453665854,http://video.akamai.steamstatic.com/store_trailers/256660591/movie_max.mp4?t=1455127822"
382310,Eco,2018/2/6,29.99,1823,10236,2339,10151,1,0,0,单人游戏，多人，合作，在线合作，局域网合作，Steam 成就，应用内购买,独立，模拟，抢先体验,抢先体验，模拟，建造，沙盒，经济，开放世界生存制作，沉浸式模拟，自然，多人，开放世界，基地建设，制作，贸易，运输，科学，教育，资源管理，政治模拟，生存，单人,12575,81.40%,0,['英语'， '简体中文'， '意大利语'， '西班牙语 - 西班牙'， '法语'， '葡萄牙语 - 巴西'， '韩语'， '俄语'， '德语'， '西班牙语 - 拉丁美洲'],“年度第一游戏......Eco 是一个启示......它让我意识到，游戏实际上对于理解我们与各种自然和人造系统的关系至关重要。让我感到不寒而栗的是，我认为只有在游戏中，我们才能与经济系统进行游戏。我从 Eco 的经历中走出来，感觉自己学到了很多东西，尽管我们没有教练。没有人为我们把这些点连接起来。我们只是通过游戏来学习的。杰夫·格拉布 （Jeff Grubb），Venture Beat,奇怪的循环游戏,奇怪的循环游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/382310/header.jpg?t=1723792836,https://www.play.eco,support@strangeloopgames.com,http://video.akamai.steamstatic.com/store_trailers/256987911/movie_max.mp4?t=1702397203
897450,求生者,2020/10/9,3.29,1717,6091,1856,6343,1,0,0,单人游戏，多人，合作，在线合作，Steam 成就，完全控制器支持，Steam 云，家庭共享,动作，冒险，休闲，独立,制作，生存，冒险，在线合作，单人，开放世界生存制作，多人，基地建设，开放世界，沙盒，像素图形，合作，探索，2D，休闲，角色定制，狩猎，动作，自上而下，程序生成,7947,76.65%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '日语'， '韩语'， '波兰语'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '繁体中文'， '阿拉伯语'， '荷兰语'],“Team17 再次做到了这一点，带来了另一个设计可爱、非常全面的有趣体验。The Survivalists 是我玩过的最好的制作游戏之一，也是我今年最喜欢的游戏之一。9/10 – The Digital Fix “一款美丽而有益的游戏，最适合与朋友分享，但也是一种完整的单人体验” 9/10 – 电影、游戏和科技 “如果你发现自己......寻找很棒的东西，The Survivalists 应该可以满足您的需求。8/10 – Xbox 中心,团队17,团队17,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/897450/header.jpg?t=1676452404,https://www.team17.com/,support@team17.com,http://video.akamai.steamstatic.com/store_trailers/256804192/movie_max.mp4?t=1624529115
1241510,测试,2020/2/24,1.59,1717,19030,588,19081,1,0,0,单人游戏，全控制器支持，家庭共享,冒险，休闲，独立，角色扮演，模拟,自选历险体验，模拟，多结局，剧情丰富，像素图形，心理恐怖，心理，单人，选择很重要，恐怖，视觉小说，氛围，悬疑，调查，角色扮演，侦探，休闲，日系角色扮演，生存恐怖，沉浸式模拟,19618,97.00%,0,['英语'],"“那太有趣了！那真是太有趣了！那太疯狂了......我没想到会这样！Markiplier “被评为有史以来第 100 名最佳 Steam 游戏，来自 14,439 名游戏玩家的 98% 好评！”",Randumb Studios（兰登布工作室）,Randumb Studios（兰登布工作室）,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1241510/header.jpg?t=1677261496,,RandumbGS@Gmail.com,http://video.akamai.steamstatic.com/store_trailers/256774029/movie_max.mp4?t=1581149418
306040,吼声,2014/7/3,0,1558,1635,466,1715,1,0,0,单人游戏，Steam 集换式卡牌,休闲，独立，模拟，策略,独立，休闲，蒸汽朋克，解谜，策略，2D，模拟，氛围，单人，平台游戏，困难，手绘，街机，物理，短片，好评原声音轨，有趣，射击游戏，语音控制，沙盒,2101,77.82%,0,['英语'],“我不知道这个游戏是什么，但玩起来真是太棒了”PewDiePie,安塔纳斯·马塞利奥尼斯，任？彼得鲁利安？,安塔纳斯·马塞利奥尼斯,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/306040/header.jpg?t=1553036489,,ian@ip-builders.com,http://video.akamai.steamstatic.com/store_trailers/2033062/movie_max.mp4?t=1447362428
371040,再见 德波尼亚,2013/10/17,9.99,1499,1370,169,1793,1,1,1,单人游戏，Steam 成就，Steam 集换式卡牌，Steam 云，手机远程畅玩，平板电脑远程畅玩，家庭共享,冒险，独立,冒险，点击与点击，喜剧，单人游戏，解谜，有趣，独立，故事丰富，手绘，经典，精彩原声带，2D，复古，邪教经典，1990年代,1539,89.02%,0,['英语'， '德语'， '俄语'， '法语'， '波兰语'， '意大利语'， '西班牙语 - 西班牙'],“一个很酷的故事，有很多曲折，谜题相对复杂，但最重要的是，精彩、无处不在的幽默使 Goodbye Deponia 成为三部曲中最好的部分——Daedalic 最终成为 LucasArts 的当之无愧的继承者。”9.5/10 – GamersGlobal “再见 Rufus，再见 Deponia。即使 20 年后，我肯定会深情地记得我们的旅行，告诉大家我们度过了多么美好的旅程。你会想念你，但不会忘记。永别了！9/10 – Gamereactor “对话、奇异的人物和闹剧幽默与《触手之日》不相上下。”91% – GameStar,代达利克娱乐,代达利克娱乐,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/241910/header.jpg?t=1709729480,http://www.deponia.de/en,support@daedalic.de,"http://video.akamai.steamstatic.com/store_trailers/2029438/movie_max.mp4?t=1447358847,http://video.akamai.steamstatic.com/store_trailers/2029486/movie_max.mp4?t=1447358896,http://video.akamai.steamstatic.com/store_trailers/2029437/movie_max.mp4?t=1447358846"
1971870,真人快打1,2023/9/19,49.99,1475,20351,9197,19149,1,0,0,单人游戏，多人游戏，玩家对战，在线玩家对战，共享/分屏玩家对战，共享/分屏，跨平台多人游戏，Steam 成就，控制器完全支持，Steam 集换式卡牌，应用内购买，Steam 云，电视远程游玩，一起远程游玩，HDR 可用，家庭共享,行动,动作，格斗，血腥，多人在线，武术，血腥，暴力，2D格斗，玩家对战，街机，剧情丰富，角色自定义，单人，2.5D，氛围，竞技，成人，3D，恐怖，本地合作,29548,68.87%,18,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '阿拉伯语'， '波兰语'， '葡萄牙语 - 巴西'， '俄语'， '简体中文'， '西班牙语-拉丁美洲'， '繁体中文'， '韩语'],“凭借华丽的次世代视觉效果、令人毛骨悚然的连击和新的 Kameo 战士，《真人快打 1》与其说是重启，不如说是易于理解但令人满意的回归。”9 / 10 – VideoGamer “游戏界最伟大的王朝之一的凯旋回归。”4.5 / 5 – 粉丝的攻击 “真人快打 1 是游戏成就的大师班。”9 / 10 – PC 入侵,NetherRealm Studios，QLOC,华纳兄弟游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1971870/header.jpg?t=1723824406,https://www.mortalkombat.com/,support@wbgames.com or Wbgames.intsupport@warnerbros.com,"http://video.akamai.steamstatic.com/store_trailers/256962782/movie_max.mp4?t=1691605310,http://video.akamai.steamstatic.com/store_trailers/256961490/movie_max.mp4?t=1691093257,http://video.akamai.steamstatic.com/store_trailers/256960728/movie_max.mp4?t=1690572772,http://video.akamai.steamstatic.com/store_trailers/256961527/movie_max.mp4?t=1691093247,http://video.akamai.steamstatic.com/store_trailers/256961505/movie_max.mp4?t=1691093266,http://video.akamai.steamstatic.com/store_trailers/256961492/movie_max.mp4?t=1691093275"
228200,英雄连,2006/9/11,19.99,1473,14977,872,10303,1,0,0,单人游戏，多人游戏，Steam 集换式卡牌，Steam 创意工坊，Steam 云，家庭共享,行动、策略,策略，二战，即时战略，战争，单人，多人，动作，军事，战术，暴力，历史，基地建设，合作，经典，实时战术，模组，可模组化，成熟，故事丰富，好评原声音轨,15849,94.50%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '捷克语'， '日语'， '韩语'， '波兰语'， '俄语'， '繁体中文'],“它很漂亮，尽管这完全是错误的词。这是一个战争游戏，所以这个词应该是 “发自内心的 ”之类的。RTS 的模型非常详细，物理效果令人印象深刻，等等。但从相关角度来看，这是一种功能性的美（或者说——呃——发自内心的美）。10/10 – Eurogamer“英雄连应该在每个 RTS 狂热者的必玩名单上，即使是那些厌倦了二战设置的人。就是这么好。9.6/10 – PC Gamer“从一个田园诗般的小镇变成一堆被压垮的建筑物和烧毁的车辆外壳，这可能令人震惊。看到和听到导致尸体（和尸体碎片）与附近建筑物的瓦砾一起飞过屏幕的重大爆炸，比记忆中的任何 RTS 都更能让您投入战斗。9.4/10 – IGN,Relic 娱乐,世嘉,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/228200/header.jpg?t=1711458818,http://www.companyofheroes.com,,http://video.akamai.steamstatic.com/store_trailers/256697739/movie_max.mp4?t=1507834580
251630,The Impossible Game,2014/5/8,2.99,1394,1175,221,1124,1,1,1,单人游戏，Steam 成就，完全控制器支持，Steam 云，包括关卡编辑器，家庭共享,独立,独立，困难，好评原声音轨，平台游戏，关卡编辑器，音乐，休闲，2D，令人上瘾，单人，节奏,1396,84.17%,0,['英语'],“莫名其妙地令人上瘾......试一试，看看你的理智能维持多久。Eurogamer：“令人上瘾。Destructoid：“只会让你一次又一次地回来。5/5 – T3,握把游戏,福禄克游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251630/header.jpg?t=1711724959,http://flukedude.com/theimpossiblegame/,mail@flukegames.com,http://video.akamai.steamstatic.com/store_trailers/2032064/movie_max.mp4?t=1447361615
2479810,Gray Zone Warfare,2024/4/30,34.99,1344,32568,16460,45845,1,0,0,多人在线，大型多人在线游戏，玩家对战，在线玩家对战，合作，在线合作,动作，冒险，大型多人在线，抢先体验,拟真，军事，撤离射击，第一人称射击，生存，开放世界，战术，射击，多人在线，玩家对战环境，玩家对战环境，玩家对战，第一人称，大型多人在线，合作，枪支定制，抢先体验，探索，动作，冒险，现代,49028,66.43%,0,['英语'],“战术、身临其境、技术先进、勇敢。”操作员Drewski：“这款游戏有一个坚实的基础，在我玩过的任何其他独立 FPS 游戏中都找不到，几乎在我接触过的任何东西中都找不到。BigfryTV“关卡设计师需要一个奖项。这个丛林看起来令人难以置信。LevelCapGaming 游戏,MADFINGER Games 公司,MADFINGER Games 公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2479810/header.jpg?t=1725005704,https://grayzonewarfare.com/,support@madfingergames.com,"http://video.akamai.steamstatic.com/store_trailers/257019639/movie_max.mp4?t=1714481989,http://video.akamai.steamstatic.com/store_trailers/257019579/movie_max.mp4?t=1714413775,http://video.akamai.steamstatic.com/store_trailers/256985878/movie_max.mp4?t=1710430079,http://video.akamai.steamstatic.com/store_trailers/256979578/movie_max.mp4?t=1710430084,http://video.akamai.steamstatic.com/store_trailers/257007616/movie_max.mp4?t=1710754229"
269710,翻转石块,2016/7/12,24.99,1246,1422,439,159,1,1,1,单人游戏，多人游戏，玩家对战，在线玩家对战，共享/分屏玩家对战，共享/分屏，跨平台多人游戏，Steam成就，控制器完全支持，Steam集换式卡牌，Steam云，统计，Steam排行榜，电视遥控游戏，一起遥控游戏，家庭共享,动作，休闲，独立，策略,独立，休闲，策略，动作，解谜，三消，单人，本地多人，4 人本地，街机，本地合作，合作，2D，竞技，分屏，多人，放松，有趣，阖家，手绘,1861,76.41%,0,[['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '捷克语'， '丹麦语'， '荷兰语'， '芬兰语'， '匈牙利语'， '日语'， '韩语'， '挪威语'， '波兰语'， '葡萄牙语-葡萄牙'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '瑞典语'， '泰语'， '繁体中文'， '土耳其语'],“Tumblestone 是我玩过的最聪明的三消游戏。”Destructoid “我们已经很久没有被'哦，再来一个游戏'这个错误咬得这么厉害了。”Ars Technica “每次我都没有抽出时间玩 Tumblestone 时，我都会后悔。”逃避现实者,量子天体物理学家协会,量子天体物理学家协会,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/269710/header.jpg?t=1673726244,http://TumblestoneGame.com,help@qag.io,"http://video.akamai.steamstatic.com/store_trailers/256666851/movie_max.mp4?t=1468336264,http://video.akamai.steamstatic.com/store_trailers/256666244/movie_max.mp4?t=1467225186,http://video.akamai.steamstatic.com/store_trailers/256666201/movie_max.mp4?t=1467066174,http://video.akamai.steamstatic.com/store_trailers/256672261/movie_max.mp4?t=1476066196"
555880,忍者战士VR,2018/2/6,11.99,1219,1429,255,1430,1,0,0,单人游戏，多人游戏，玩家对战，在线玩家对战，合作，在线合作，跟踪控制器支持，仅限VR，Steam 云，家庭共享,动作，独立，角色扮演，策略,动作，角色扮演，独立，策略，VR，女性主角，赛博朋克，血腥，忍者，暴力，子弹时间，第一人称，街机，第一人称射击，机器人，未来派，恐怖，动作冒险，僵尸，超级英雄,1684,84.86%,0,['英语'， '韩语'， '简体中文'， '德语'， '日语'],“简而言之，Sairento VR 是必不可少的。”90/100 – 游戏趋势 “对于 VR 用户来说，这是必须购买的。”90/100 – Cubed3 “如果你想要一款有趣的近战射击游戏，Sairento VR 是一个不错的选择。”8/10 – 游戏 Nexus,Mixed Realms Pte Ltd，Swag Soft Holdings 私人有限公司,Mixed Realms 私人有限公司,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/555880/header.jpg?t=1657760694,https://www.facebook.com/sairentovr/,support@mixedrealms.com,"http://video.akamai.steamstatic.com/store_trailers/256703714/movie_max.mp4?t=1513273682,http://video.akamai.steamstatic.com/store_trailers/256700698/movie_max.mp4?t=1510270830,http://video.akamai.steamstatic.com/store_trailers/256704322/movie_max.mp4?t=1513875214,http://video.akamai.steamstatic.com/store_trailers/256685808/movie_max.mp4?t=1495788531,http://video.akamai.steamstatic.com/store_trailers/256697906/movie_max.mp4?t=1507869368,http://video.akamai.steamstatic.com/store_trailers/256697907/movie_max.mp4?t=1507869355,http://video.akamai.steamstatic.com/store_trailers/256697904/movie_max.mp4?t=1507869379,http://video.akamai.steamstatic.com/store_trailers/256697890/movie_max.mp4?t=1507869391,http://video.akamai.steamstatic.com/store_trailers/256697905/movie_max.mp4?t=1507869402,http://video.akamai.steamstatic.com/store_trailers/256697902/movie_max.mp4?t=1507869414,http://video.akamai.steamstatic.com/store_trailers/256697895/movie_max.mp4?t=1507869425,http://video.akamai.steamstatic.com/store_trailers/256697898/movie_max.mp4?t=1507869436,http://video.akamai.steamstatic.com/store_trailers/256697899/movie_max.mp4?t=1507869446,http://video.akamai.steamstatic.com/store_trailers/256697900/movie_max.mp4?t=1507869457"
